true_label,predicted_label
sentimental,anxious
surprised,jealous
excited,excited
prepared,anxious
nostalgic,excited
sad,caring
anxious,annoyed
embarrassed,terrified
sentimental,ashamed
disgusted,disgusted
excited,excited
trusting,confident
faithful,faithful
surprised,jealous
guilty,caring
embarrassed,ashamed
afraid,terrified
prepared,excited
hopeful,hopeful
terrified,terrified
disgusted,anxious
excited,excited
apprehensive,apprehensive
embarrassed,embarrassed
trusting,anxious
sad,content
trusting,apprehensive
surprised,surprised
afraid,terrified
annoyed,angry
proud,proud
hopeful,excited
devastated,devastated
sad,disappointed
excited,anticipating
apprehensive,guilty
joyful,excited
confident,excited
content,faithful
guilty,guilty
terrified,terrified
annoyed,hopeful
proud,impressed
excited,nostalgic
disappointed,disappointed
impressed,impressed
trusting,trusting
trusting,guilty
terrified,prepared
confident,confident
anticipating,excited
guilty,disgusted
faithful,faithful
anxious,afraid
confident,confident
anticipating,anticipating
embarrassed,jealous
ashamed,guilty
lonely,lonely
nostalgic,nostalgic
disappointed,caring
anxious,anxious
angry,angry
surprised,sentimental
disappointed,hopeful
angry,disappointed
prepared,prepared
ashamed,embarrassed
confident,anxious
embarrassed,disgusted
grateful,caring
surprised,afraid
excited,afraid
furious,furious
sad,annoyed
furious,furious
proud,surprised
angry,angry
sentimental,sentimental
terrified,anticipating
angry,embarrassed
grateful,content
lonely,proud
joyful,impressed
devastated,terrified
afraid,terrified
anticipating,excited
angry,angry
terrified,confident
jealous,caring
embarrassed,embarrassed
anxious,hopeful
surprised,jealous
terrified,terrified
confident,confident
surprised,surprised
prepared,grateful
angry,trusting
terrified,terrified
disappointed,trusting
trusting,angry
apprehensive,afraid
sentimental,sentimental
afraid,terrified
joyful,sentimental
joyful,excited
furious,angry
excited,anticipating
anticipating,grateful
caring,caring
proud,impressed
annoyed,furious
joyful,content
sentimental,devastated
content,sentimental
afraid,angry
guilty,disappointed
sad,devastated
angry,guilty
angry,annoyed
nostalgic,nostalgic
ashamed,hopeful
impressed,impressed
embarrassed,jealous
joyful,guilty
embarrassed,lonely
apprehensive,disgusted
annoyed,annoyed
ashamed,devastated
excited,trusting
furious,annoyed
trusting,surprised
prepared,prepared
lonely,lonely
surprised,surprised
surprised,surprised
proud,surprised
confident,prepared
surprised,terrified
sentimental,impressed
sad,devastated
guilty,ashamed
disappointed,devastated
terrified,grateful
anticipating,excited
sentimental,annoyed
anticipating,prepared
terrified,terrified
faithful,grateful
excited,excited
sentimental,excited
devastated,sad
disappointed,disappointed
lonely,lonely
anticipating,afraid
terrified,trusting
apprehensive,anxious
afraid,surprised
grateful,confident
sad,jealous
surprised,faithful
jealous,grateful
trusting,afraid
terrified,terrified
devastated,sad
prepared,prepared
confident,confident
nostalgic,excited
furious,sad
disappointed,annoyed
lonely,sad
caring,sad
embarrassed,disappointed
annoyed,annoyed
terrified,terrified
angry,disgusted
surprised,surprised
jealous,confident
afraid,anxious
nostalgic,sentimental
excited,excited
devastated,sad
jealous,angry
sad,furious
proud,proud
disappointed,sad
nostalgic,excited
anticipating,excited
excited,hopeful
excited,excited
disappointed,disappointed
nostalgic,nostalgic
nostalgic,proud
embarrassed,trusting
annoyed,disgusted
lonely,lonely
guilty,guilty
afraid,sentimental
faithful,proud
sad,lonely
jealous,lonely
trusting,apprehensive
ashamed,confident
furious,furious
trusting,excited
angry,angry
apprehensive,terrified
prepared,prepared
terrified,devastated
terrified,impressed
jealous,disappointed
annoyed,apprehensive
afraid,terrified
apprehensive,prepared
anxious,prepared
grateful,grateful
annoyed,annoyed
guilty,guilty
surprised,apprehensive
devastated,sad
grateful,content
hopeful,confident
angry,jealous
guilty,hopeful
furious,angry
excited,excited
impressed,surprised
lonely,jealous
excited,anticipating
disappointed,trusting
afraid,afraid
anxious,apprehensive
angry,angry
surprised,disappointed
terrified,prepared
sentimental,surprised
trusting,excited
sad,angry
content,content
confident,confident
grateful,angry
prepared,excited
terrified,embarrassed
trusting,trusting
sentimental,disappointed
confident,excited
surprised,excited
impressed,embarrassed
excited,excited
sentimental,embarrassed
guilty,guilty
embarrassed,embarrassed
hopeful,sad
excited,hopeful
faithful,annoyed
surprised,trusting
confident,hopeful
ashamed,ashamed
apprehensive,apprehensive
surprised,impressed
faithful,jealous
lonely,content
sad,devastated
anticipating,excited
devastated,devastated
faithful,faithful
surprised,embarrassed
afraid,surprised
proud,proud
sentimental,surprised
sentimental,caring
content,content
anticipating,excited
disappointed,sad
devastated,devastated
disgusted,jealous
trusting,disappointed
guilty,guilty
caring,grateful
grateful,jealous
guilty,guilty
confident,hopeful
hopeful,hopeful
surprised,jealous
impressed,impressed
surprised,disappointed
prepared,anxious
terrified,surprised
embarrassed,guilty
lonely,lonely
excited,caring
confident,excited
afraid,apprehensive
sad,sentimental
sad,caring
afraid,afraid
content,impressed
anxious,apprehensive
jealous,content
trusting,guilty
angry,furious
hopeful,excited
angry,annoyed
disappointed,disappointed
angry,hopeful
guilty,guilty
embarrassed,embarrassed
sad,sad
embarrassed,proud
apprehensive,devastated
sad,sad
guilty,guilty
excited,content
anxious,excited
impressed,impressed
caring,terrified
prepared,anxious
angry,angry
grateful,anticipating
apprehensive,apprehensive
sentimental,faithful
devastated,prepared
lonely,jealous
terrified,afraid
anticipating,content
sentimental,excited
trusting,trusting
guilty,surprised
confident,impressed
surprised,hopeful
prepared,embarrassed
sentimental,caring
surprised,surprised
anxious,afraid
angry,disgusted
ashamed,embarrassed
afraid,afraid
trusting,impressed
excited,hopeful
excited,anticipating
excited,jealous
disgusted,caring
confident,ashamed
afraid,afraid
devastated,content
disappointed,jealous
sad,devastated
furious,terrified
terrified,anxious
angry,angry
annoyed,angry
disgusted,annoyed
excited,excited
hopeful,hopeful
prepared,confident
excited,prepared
impressed,proud
surprised,jealous
jealous,jealous
annoyed,annoyed
hopeful,excited
disappointed,hopeful
disgusted,afraid
angry,surprised
angry,angry
excited,disgusted
furious,jealous
excited,prepared
confident,apprehensive
angry,disappointed
hopeful,caring
devastated,disappointed
grateful,grateful
devastated,terrified
anticipating,joyful
grateful,guilty
confident,hopeful
lonely,excited
embarrassed,embarrassed
content,content
faithful,ashamed
faithful,faithful
embarrassed,embarrassed
lonely,lonely
guilty,sad
apprehensive,afraid
jealous,jealous
anticipating,prepared
angry,surprised
guilty,guilty
proud,proud
jealous,impressed
jealous,caring
sad,devastated
annoyed,nostalgic
proud,proud
trusting,angry
trusting,trusting
annoyed,surprised
hopeful,sad
joyful,impressed
terrified,terrified
faithful,angry
content,sad
guilty,anxious
excited,prepared
excited,surprised
faithful,faithful
afraid,afraid
confident,anxious
joyful,confident
ashamed,guilty
lonely,lonely
joyful,faithful
confident,confident
hopeful,hopeful
prepared,impressed
anxious,anticipating
devastated,devastated
excited,hopeful
embarrassed,embarrassed
hopeful,apprehensive
excited,content
anticipating,excited
prepared,prepared
sentimental,grateful
lonely,disappointed
grateful,devastated
sentimental,surprised
annoyed,terrified
apprehensive,anxious
sad,devastated
confident,confident
terrified,terrified
apprehensive,disappointed
proud,proud
caring,devastated
apprehensive,terrified
sentimental,annoyed
lonely,jealous
grateful,angry
caring,caring
excited,excited
anticipating,guilty
sad,lonely
prepared,confident
guilty,apprehensive
terrified,afraid
proud,excited
annoyed,afraid
annoyed,impressed
surprised,disgusted
guilty,surprised
confident,excited
angry,disappointed
furious,surprised
afraid,angry
disgusted,disgusted
afraid,terrified
devastated,devastated
faithful,content
anxious,anxious
anxious,anxious
proud,surprised
embarrassed,apprehensive
disgusted,annoyed
anxious,proud
content,grateful
apprehensive,jealous
guilty,hopeful
terrified,afraid
jealous,annoyed
surprised,surprised
faithful,faithful
embarrassed,apprehensive
surprised,impressed
surprised,caring
anticipating,anticipating
terrified,anxious
surprised,surprised
confident,surprised
content,content
nostalgic,lonely
embarrassed,embarrassed
ashamed,guilty
excited,confident
devastated,sad
angry,angry
sad,devastated
disgusted,angry
confident,hopeful
excited,faithful
furious,devastated
prepared,embarrassed
annoyed,annoyed
surprised,surprised
embarrassed,embarrassed
disgusted,disgusted
impressed,nostalgic
content,terrified
content,content
surprised,grateful
terrified,anxious
angry,furious
impressed,grateful
confident,proud
proud,confident
prepared,prepared
apprehensive,anxious
hopeful,hopeful
guilty,guilty
prepared,confident
anticipating,confident
hopeful,annoyed
trusting,disgusted
devastated,sad
terrified,embarrassed
anticipating,hopeful
trusting,surprised
surprised,sad
anticipating,excited
content,excited
jealous,jealous
apprehensive,confident
devastated,surprised
proud,proud
angry,confident
lonely,lonely
furious,anxious
sad,caring
jealous,faithful
afraid,terrified
hopeful,excited
afraid,devastated
embarrassed,embarrassed
content,content
annoyed,furious
anticipating,confident
nostalgic,faithful
trusting,faithful
proud,proud
surprised,surprised
jealous,trusting
devastated,annoyed
ashamed,guilty
furious,annoyed
sad,disappointed
sentimental,lonely
grateful,impressed
afraid,afraid
excited,disappointed
apprehensive,anxious
devastated,devastated
anxious,anxious
annoyed,annoyed
furious,angry
angry,surprised
apprehensive,anxious
anxious,annoyed
devastated,sad
annoyed,annoyed
disappointed,disappointed
afraid,terrified
surprised,surprised
anxious,annoyed
caring,devastated
surprised,embarrassed
apprehensive,anticipating
confident,hopeful
ashamed,guilty
confident,confident
joyful,anticipating
terrified,annoyed
ashamed,confident
surprised,terrified
lonely,devastated
surprised,caring
apprehensive,anxious
sad,sad
ashamed,content
excited,excited
grateful,trusting
ashamed,content
content,joyful
angry,disgusted
surprised,excited
proud,proud
guilty,guilty
lonely,lonely
embarrassed,embarrassed
jealous,jealous
disappointed,disgusted
lonely,jealous
terrified,afraid
annoyed,annoyed
joyful,anxious
sentimental,surprised
ashamed,sad
confident,hopeful
apprehensive,guilty
confident,impressed
surprised,grateful
annoyed,annoyed
jealous,angry
annoyed,annoyed
disgusted,disgusted
caring,caring
apprehensive,embarrassed
excited,excited
content,guilty
prepared,prepared
jealous,angry
caring,proud
prepared,prepared
faithful,faithful
annoyed,content
content,anticipating
proud,proud
ashamed,ashamed
sentimental,sentimental
furious,angry
apprehensive,apprehensive
sentimental,proud
confident,confident
jealous,excited
disappointed,caring
furious,angry
angry,annoyed
caring,caring
proud,caring
devastated,devastated
anxious,devastated
terrified,angry
prepared,afraid
content,content
joyful,surprised
hopeful,hopeful
hopeful,excited
guilty,guilty
jealous,jealous
anticipating,prepared
devastated,sad
afraid,annoyed
excited,grateful
angry,angry
surprised,surprised
anxious,anxious
trusting,trusting
embarrassed,anxious
afraid,trusting
lonely,angry
lonely,lonely
guilty,guilty
surprised,afraid
surprised,surprised
terrified,disgusted
devastated,terrified
devastated,sad
angry,furious
ashamed,annoyed
proud,grateful
trusting,trusting
afraid,terrified
lonely,afraid
impressed,proud
disappointed,disappointed
disappointed,disappointed
sad,devastated
disappointed,excited
ashamed,embarrassed
faithful,joyful
hopeful,anxious
content,confident
confident,hopeful
hopeful,apprehensive
confident,caring
terrified,terrified
content,excited
confident,confident
content,content
caring,caring
surprised,surprised
lonely,lonely
caring,grateful
content,caring
joyful,proud
surprised,surprised
content,sad
furious,annoyed
disappointed,disgusted
prepared,nostalgic
prepared,joyful
trusting,devastated
ashamed,guilty
